DrugBankIDLabel,UniProtIDLabel,Interaction
6347,3873,1
6728,1759,1
6728,2478,1
6728,4217,1
3772,2662,1
3772,2213,1
3449,2587,1
391,1075,1
391,1356,1
2286,2478,1
2286,1759,1
2286,4217,1
2286,4066,1
2286,2399,1
2286,1190,1
2286,3195,1
2286,3114,1
2286,1281,1
2286,945,1
125,1360,1
125,2042,1
4053,3041,1
4053,3697,1
4053,3041,1
4053,684,1
4053,2477,1
4053,3578,1
4053,3336,1
4053,2945,1
4053,4022,1
4053,82,1
4053,4164,1
4053,1999,1
4053,330,1
4053,771,1
4053,3746,1
4053,3445,1
4053,4451,1
4053,2559,1
1118,2097,1
1118,4577,1
3818,2416,1
3818,2662,1
2699,4522,1
2699,4595,1
2699,786,1
2699,3920,1
1528,3902,1
2914,3902,1
2914,88,1
5311,1724,1
5311,3197,1
5311,2119,1
5032,352,1
5032,2720,1
1228,1857,1
1228,3615,1
5128,174,1
6303,258,1
3929,3301,1
3929,3566,1
3929,3490,1
3929,3231,1
3929,4558,1
3929,4610,1
3929,1694,1
3929,2086,1
1884,2416,1
1884,2662,1
4672,3041,1
4672,684,1
4672,2477,1
4672,3578,1
4672,3336,1
4672,2945,1
4672,4588,1
4672,14,1
4672,3495,1
4672,2349,1
4672,3041,1
4672,684,1
4672,2477,1
4672,3578,1
4672,3336,1
4672,2945,1
4672,4022,1
4672,82,1
4672,4164,1
4672,1999,1
4672,330,1
4672,771,1
4672,3746,1
4672,3445,1
4672,4451,1
4672,2559,1
2820,758,1
2820,2622,1
2820,1752,1
4823,4439,1
4823,3770,1
4823,153,1
4823,3496,1
4823,363,1
4823,2351,1
4823,450,1
4823,1162,1
4823,2796,1
4823,1944,1
1871,1864,1
6742,4491,1
6742,857,1
337,857,1
337,27,1
337,2577,1
337,4328,1
337,1821,1
7368,3041,1
7368,684,1
7368,2477,1
7368,3578,1
7368,3336,1
7368,2945,1
7368,4588,1
7368,14,1
7368,3495,1
7368,2349,1
7368,3041,1
7368,684,1
7368,2477,1
7368,3578,1
7368,3336,1
7368,2945,1
7368,4022,1
7368,82,1
7368,4164,1
7368,1999,1
7368,330,1
7368,771,1
7368,3746,1
7368,3445,1
7368,4451,1
7368,2559,1
7368,4066,1
7368,2399,1
7368,1190,1
7368,3195,1
7368,3114,1
7368,1281,1
7368,945,1
7368,3901,1
368,2454,1
368,964,1
368,4263,1
368,4194,1
368,1225,1
368,3973,1
368,3902,1
368,4054,1
368,4216,1
368,3361,1
368,4569,1
368,302,1
368,905,1
368,2459,1
368,4706,1
368,2146,1
368,331,1
368,856,1
368,2706,1
368,294,1
368,4213,1
368,2093,1
368,3020,1
3131,3287,1
3131,2890,1
3131,2157,1
3131,3486,1
4359,3340,1
4359,1181,1
4359,2733,1
4359,3189,1
4359,2441,1
2913,3561,1
1986,4522,1
1986,4595,1
1986,786,1
3324,3707,1
3324,3899,1
3324,2455,1
3324,3235,1
6578,2890,1
6578,3287,1
6578,3487,1
6578,1086,1
3043,2478,1
3043,1759,1
3043,3075,1
3043,3486,1
3043,786,1
3043,4595,1
3043,4082,1
3043,2744,1
3043,1724,1
3043,3197,1
3043,3487,1
3043,1617,1
3043,680,1
3043,3074,1
3043,4316,1
3043,4188,1
3043,192,1
3043,3845,1
3043,2119,1
3043,3741,1
3043,2890,1
3043,4522,1
3043,3287,1
3043,4499,1
3043,1933,1
3043,1988,1
3043,4399,1
3043,2889,1
3043,1671,1
3043,2749,1
3043,821,1
4083,2097,1
1214,810,1
1132,1075,1
6096,3069,1
6302,4522,1
6302,786,1
6302,4595,1
2283,3340,1
2283,1181,1
2283,4740,1
2283,1018,1
2283,3020,1
2283,279,1
2283,4519,1
2283,4213,1
2283,1869,1
5854,1647,1
5854,898,1
5854,2550,1
5998,3809,1
5998,3910,1
6409,4399,1
6409,2889,1
6409,1671,1
5506,4522,1
5506,1281,1
5506,2010,1
5506,786,1
5506,2942,1
5506,3920,1
5506,2153,1
4471,3075,1
4471,900,1
4471,1656,1
4471,1319,1
4471,2996,1
4471,3724,1
4471,3486,1
4471,3287,1
4471,2890,1
4471,70,1
4471,3845,1
4471,2942,1
4471,4499,1
4471,3741,1
4471,1617,1
4471,1724,1
4471,2119,1
4471,3487,1
4471,3697,1
4471,4137,1
4471,4399,1
4471,2889,1
4471,1671,1
4471,2749,1
4471,821,1
4471,1086,1
4471,3985,1
4471,1656,1
4471,1319,1
4471,4316,1
4471,4188,1
4471,3041,1
4471,684,1
4471,2477,1
4471,3578,1
4471,3336,1
4471,2945,1
4471,4022,1
4471,82,1
4471,4164,1
4471,1999,1
4471,330,1
4471,771,1
4471,3746,1
4471,3445,1
4471,4451,1
4471,2559,1
4471,3843,1
4471,3661,1
4471,3509,1
2577,3843,1
2577,3661,1
4103,2152,1
4103,2591,1
4103,1594,1
4103,2824,1
224,586,1
224,656,1
4426,2240,1
4426,2606,1
5450,4399,1
5450,2749,1
5450,821,1
5450,2889,1
5450,1671,1
7136,1617,1
6700,153,1
6700,1617,1
6700,1671,1
6700,4399,1
6700,821,1
6700,2749,1
6700,2889,1
6681,363,1
2722,2478,1
2722,1759,1
2533,1724,1
2533,2119,1
2533,3197,1
2533,153,1
3770,44,1
5931,4001,1
285,3041,1
285,684,1
285,2477,1
285,3578,1
285,3336,1
285,2945,1
285,4022,1
285,82,1
285,4164,1
285,1999,1
285,330,1
285,771,1
285,3746,1
285,3445,1
285,4451,1
285,2559,1
5120,3340,1
5120,925,1
5120,1148,1
6474,2416,1
6474,1075,1
1055,1656,1
1055,1086,1
2508,4399,1
2508,1617,1
4521,1979,1
4521,1038,1
6762,3564,1
31,1442,1
31,1216,1
834,1731,1
834,3139,1
3126,2701,1
7168,1874,1
7168,4124,1
7168,1359,1
7168,3048,1
6919,102,1
1758,1260,1
3575,900,1
3575,3075,1
3575,1656,1
3575,3724,1
3575,2996,1
3575,3486,1
3575,3287,1
3575,2890,1
3575,70,1
3575,3845,1
3575,2942,1
3575,4499,1
3575,3741,1
3575,1617,1
3575,4188,1
3575,1724,1
3575,2119,1
3575,3487,1
3575,3697,1
3575,4137,1
3575,4399,1
3575,2889,1
3575,1671,1
3575,2749,1
3575,821,1
3575,1357,1
3575,2441,1
6016,961,1
6016,4605,1
6016,1147,1
6016,1500,1
6016,870,1
4387,4052,1
4387,550,1
3960,4399,1
3960,1617,1
3960,4160,1
1213,2416,1
1213,3896,1
1213,2662,1
1213,2033,1
1213,1526,1
586,1724,1
586,2119,1
586,3197,1
586,3487,1
586,3697,1
586,3843,1
586,4137,1
586,3661,1
586,3509,1
586,1874,1
586,2923,1
586,1083,1
5081,139,1
6740,3487,1
6740,2942,1
6740,1617,1
6740,3075,1
6740,3845,1
6740,4595,1
6740,4137,1
6740,3741,1
6740,1724,1
6740,2119,1
6740,3197,1
6740,900,1
6740,3724,1
6740,2478,1
6740,1759,1
6740,4217,1
6740,1086,1
6740,1656,1
6740,1319,1
6740,1008,1
6740,1724,1
6740,3843,1
6740,3661,1
4348,684,1
4348,3336,1
4348,3578,1
4348,2477,1
4348,2945,1
4348,3041,1
4348,3041,1
4348,684,1
4348,2477,1
4348,3578,1
4348,3336,1
4348,2945,1
4348,4022,1
4348,82,1
4348,4164,1
4348,1999,1
4348,330,1
4348,771,1
4348,3746,1
4348,3445,1
4348,4451,1
4348,2559,1
2566,900,1
2566,1656,1
2566,2996,1
5758,3843,1
5758,3661,1
5758,1292,1
5760,2681,1
5760,2093,1
5760,366,1
6142,4399,1
6142,2889,1
6142,1671,1
6142,2749,1
6142,821,1
35,2942,1
6248,2416,1
4559,302,1
4559,2606,1
6159,1776,1
6159,1194,1
3016,4439,1
3016,3770,1
3016,3748,1
3016,4758,1
3016,857,1
3016,1410,1
3016,363,1
3016,3496,1
3016,2134,1
3016,4758,1
3016,4439,1
3016,3622,1
3016,4461,1
3016,1591,1
3016,3770,1
3016,653,1
3016,3497,1
3016,1085,1
3016,3748,1
3016,2377,1
3016,44,1
3016,2470,1
3016,1895,1
3016,1895,1
7218,2101,1
7218,2518,1
7218,2124,1
3389,1671,1
3389,4399,1
3389,2889,1
481,2822,1
481,411,1
481,2122,1
481,4727,1
696,1776,1
4567,4399,1
4567,2749,1
4567,2889,1
4567,1671,1
4761,1724,1
4761,2119,1
4761,3197,1
261,3691,1
5825,1310,1
3860,900,1
3860,3724,1
3860,27,1
3860,1821,1
2339,4399,1
2339,1281,1
2339,2889,1
2783,4439,1
2783,3622,1
2783,4461,1
2783,1591,1
2783,3770,1
2783,653,1
2783,3497,1
2783,1085,1
2783,2759,1
2783,2606,1
1465,1075,1
6790,3041,1
6790,82,1
6790,3746,1
6790,3336,1
6790,2477,1
5024,2416,1
5024,2662,1
5024,2759,1
5024,3694,1
5024,4595,1
5024,2380,1
5024,1075,1
5024,2033,1
5024,1526,1
5024,2213,1
3117,1656,1
3117,3843,1
3117,3661,1
3117,3487,1
3117,3697,1
3117,4137,1
80,3851,1
80,1791,1
80,858,1
80,1777,1
80,2057,1
80,1858,1
80,2159,1
80,221,1
80,1632,1
80,712,1
1007,4498,1
1007,4020,1
5727,4394,1
5727,3997,1
5727,3142,1
1641,4439,1
1641,3496,1
1641,653,1
1641,3622,1
1641,1591,1
1177,3041,1
1177,684,1
1177,2477,1
1177,3336,1
1177,3296,1
1177,3041,1
1177,684,1
1177,2477,1
1177,3578,1
1177,3336,1
1177,2945,1
1177,4022,1
1177,82,1
1177,4164,1
1177,1999,1
1177,330,1
1177,771,1
1177,3746,1
1177,3445,1
1177,4451,1
1177,2559,1
5497,2319,1
1859,3041,1
1859,684,1
1859,2477,1
1859,3578,1
1859,3336,1
1859,2945,1
1859,4022,1
1859,82,1
1859,4164,1
1859,1999,1
1859,330,1
1859,771,1
1859,3746,1
1859,3445,1
1859,4451,1
1859,2559,1
5692,1617,1
73,1152,1
73,1770,1
637,1656,1
637,900,1
637,3075,1
637,3845,1
637,3486,1
637,3287,1
637,2890,1
637,70,1
637,2942,1
637,3985,1
637,4499,1
637,3741,1
637,1724,1
637,2119,1
637,3487,1
637,3697,1
637,4137,1
637,3843,1
637,4399,1
637,2889,1
637,1671,1
637,2749,1
637,821,1
637,1656,1
637,1319,1
637,3724,1
637,2996,1
637,1319,1
637,1617,1
637,4316,1
637,4188,1
637,1759,1
637,2478,1
637,4217,1
2057,900,1
2057,2996,1
2057,3724,1
2057,3075,1
2057,192,1
2776,3816,1
409,4399,1
409,2889,1
409,813,1
409,2101,1
409,1671,1
409,2749,1
2664,3020,1
2664,456,1
2664,4213,1
2664,2093,1
2664,758,1
2664,2622,1
2664,1752,1
3717,3724,1
3717,900,1
3717,2996,1
3717,3697,1
3717,3486,1
3717,2890,1
3717,3487,1
3717,3287,1
3717,1086,1
3717,3075,1
3717,3845,1
3717,4137,1
3717,1656,1
3717,1319,1
6178,925,1
7154,2455,1
7154,3235,1
7154,3707,1
7154,2791,1
7154,3899,1
7154,1516,1
7154,3626,1
7154,128,1
371,813,1
4894,174,1
4894,2583,1
4894,4558,1
4894,2546,1
4894,1516,1
3463,3041,1
3463,684,1
3463,2477,1
3463,3578,1
3463,3336,1
3463,2945,1
3463,4588,1
3463,14,1
3463,3495,1
3463,2349,1
3463,4066,1
3463,2399,1
3463,1190,1
3463,3195,1
3463,3114,1
3463,1281,1
3463,945,1
1730,3108,1
1253,900,1
1253,3075,1
1253,3845,1
1253,1656,1
1253,2996,1
1253,2749,1
1253,2889,1
1253,1671,1
1253,4399,1
1253,2119,1
1253,821,1
1253,1724,1
1253,1617,1
1253,3197,1
1710,2759,1
1710,2033,1
1710,2416,1
1710,1075,1
1710,2182,1
1710,3896,1
1710,3171,1
1710,2523,1
1710,1526,1
1710,363,1
1710,3496,1
1710,2134,1
1710,4758,1
1710,4439,1
1710,3622,1
1710,4461,1
1710,1591,1
1710,3770,1
1710,653,1
1710,3497,1
1710,1085,1
1710,3748,1
1710,2377,1
1710,44,1
1710,2470,1
1710,1895,1
1710,3901,1
4561,2478,1
4561,4217,1
4561,1759,1
7318,857,1
6013,4399,1
6013,2889,1
6013,1671,1
6013,2749,1
5017,3041,1
5017,684,1
5017,2477,1
5017,3746,1
3464,352,1
3464,1705,1
2113,1617,1
6000,1322,1
6000,1618,1
6000,2594,1
1683,88,1
3831,3231,1
3831,1694,1
3831,2959,1
3831,1448,1
3831,2086,1
3831,4610,1
3831,839,1
2079,4022,1
2079,1233,1
2079,2878,1
2079,2885,1
2079,2021,1
2079,4164,1
2079,3936,1
2079,2416,1
2079,2662,1
2079,3901,1
5828,2097,1
3072,900,1
5289,1617,1
5289,3075,1
5289,3845,1
5289,4399,1
5289,2889,1
5289,1671,1
5289,3741,1
790,1948,1
790,1916,1
790,1684,1
3068,4278,1
3068,3564,1
3068,857,1
3068,27,1
3068,2577,1
2461,4429,1
358,3231,1
358,3707,1
358,4610,1
358,2791,1
358,1694,1
358,1448,1
358,4658,1
358,3566,1
358,1905,1
4129,1888,1
1600,2097,1
1600,3323,1
1463,4141,1
1463,2097,1
1463,374,1
2017,1075,1
6028,1776,1
573,223,1
573,1776,1
565,386,1
565,4414,1
565,1848,1
1845,3707,1
1845,174,1
6090,2240,1
6090,1361,1
2011,1724,1
2011,3487,1
2011,3661,1
2011,2518,1
2011,2101,1
3958,900,1
3958,1724,1
6753,2061,1
6753,3527,1
4435,892,1
4435,3684,1
3549,1639,1
3549,1352,1
934,4595,1
934,4066,1
934,1190,1
934,2399,1
934,3195,1
934,3114,1
934,4399,1
934,2889,1
934,1671,1
934,2749,1
934,821,1
934,4522,1
934,4217,1
934,2478,1
934,1759,1
934,2124,1
935,1617,1
935,153,1
1992,2568,1
1992,2791,1
1992,3235,1
1992,3707,1
1992,2455,1
1992,3899,1
1992,174,1
1992,1513,1
6315,1724,1
6315,2119,1
6315,3197,1
6315,153,1
6315,1162,1
6315,2796,1
6315,3487,1
6315,3697,1
1447,3075,1
1447,2478,1
1447,1759,1
1447,1617,1
1447,1724,1
1447,3197,1
1447,1671,1
1447,4399,1
1447,2749,1
1447,2889,1
1447,821,1
1447,1215,1
1447,604,1
1447,3845,1
1447,2119,1
1447,3741,1
1447,1656,1
1447,1319,1
1447,900,1
1447,153,1
1447,4217,1
1447,3486,1
1447,4499,1
1447,393,1
1447,2153,1
952,758,1
952,106,1
952,876,1
952,510,1
952,2622,1
952,1752,1
952,4187,1
5764,1181,1
5764,3340,1
3331,4399,1
3331,2889,1
3331,1671,1
3408,3041,1
3408,684,1
3408,2477,1
3408,3578,1
3408,3336,1
3408,2945,1
3408,4588,1
3408,14,1
3408,3495,1
3408,2349,1
3408,3041,1
3408,684,1
3408,2477,1
3408,3578,1
3408,3336,1
3408,2945,1
3408,4022,1
3408,82,1
3408,4164,1
3408,1999,1
3408,330,1
3408,771,1
3408,3746,1
3408,3445,1
3408,4451,1
3408,2559,1
4164,2366,1
4164,4438,1
2917,1181,1
2917,3340,1
168,3936,1
168,3041,1
168,2878,1
168,2885,1
168,1233,1
2824,4052,1
2824,550,1
2824,1776,1
1259,4562,1
1259,2588,1
2849,1181,1
2849,3340,1
6730,3079,1
6730,3419,1
2203,1265,1
2203,4700,1
3115,1759,1
3115,153,1
3115,3845,1
3115,3937,1
3115,813,1
3115,2409,1
3115,1749,1
3297,3902,1
3297,302,1
126,3041,1
774,3041,1
774,684,1
774,2477,1
774,3578,1
774,3336,1
774,2945,1
774,4022,1
774,82,1
774,4164,1
774,1999,1
774,330,1
774,771,1
774,3746,1
774,3445,1
774,4451,1
774,2559,1
2315,1759,1
2315,2478,1
2315,4217,1
1612,900,1
1612,1656,1
1612,3486,1
1612,3075,1
1612,1724,1
1612,2119,1
1612,1617,1
1612,153,1
1612,1656,1
1612,1319,1
1612,3724,1
1612,2996,1
1612,1319,1
1612,3845,1
1612,3075,1
1612,1086,1
1612,3845,1
1612,1724,1
1612,2119,1
1612,3197,1
1612,3487,1
1612,3697,1
1612,4137,1
1612,4399,1
1612,1671,1
1612,1410,1
1612,1404,1
1612,2380,1
1612,2153,1
1612,4499,1
1612,3741,1
1612,4188,1
3908,323,1
421,892,1
2893,4363,1
2893,3639,1
2893,701,1
2893,1181,1
2383,2662,1
2383,2213,1
2383,990,1
2383,2710,1
356,1181,1
356,3801,1
356,27,1
356,1821,1
356,4232,1
356,2630,1
356,4,1
2507,2889,1
2507,2101,1
2507,813,1
2507,4399,1
2507,821,1
7178,3487,1
7178,4137,1
7178,3697,1
118,513,1
118,3235,1
118,2455,1
118,3707,1
118,2791,1
118,3899,1
2299,3079,1
2299,3419,1
1821,550,1
1821,4052,1
1821,1776,1
1821,3656,1
1201,153,1
1201,3843,1
1201,3661,1
6964,3486,1
6964,900,1
29,51,1
29,3166,1
29,2642,1
29,80,1
4974,1348,1
1958,3235,1
1958,2455,1
1958,1979,1
1958,2791,1
1958,3899,1
1958,3846,1
1958,4340,1
1958,4524,1
1958,2373,1
1958,1516,1
1958,4005,1
1958,3736,1
1958,3626,1
6858,810,1
6250,1857,1
6250,2132,1
4283,1671,1
4283,4399,1
4283,2889,1
4283,2749,1
4283,821,1
2836,786,1
2836,4595,1
2836,4522,1
2836,2380,1
2836,2153,1
2568,2904,1
7208,2033,1
7208,2606,1
7208,3901,1
3999,1181,1
3999,3340,1
1350,4316,1
281,1656,1
281,1190,1
281,900,1
281,3075,1
281,3724,1
281,304,1
281,2923,1
3120,3654,1
3120,3901,1
5516,4522,1
333,1671,1
333,4399,1
333,2889,1
4867,948,1
4950,1656,1
4950,900,1
4950,1086,1
4950,4399,1
4950,2889,1
971,3527,1
971,2061,1
971,3691,1
4475,1310,1
4365,258,1
4365,1275,1
4365,3359,1
7345,192,1
7345,3162,1
7345,1281,1
7345,813,1
7345,1759,1
7345,4167,1
7345,2409,1
7345,4588,1
7345,1749,1
7345,3417,1
7345,14,1
7345,4522,1
7345,786,1
7345,4595,1
7345,334,1
7345,702,1
7345,4684,1
7345,2861,1
7345,2034,1
7345,385,1
7345,4288,1
7345,2478,1
4332,899,1
4332,2682,1
4332,173,1
4332,2886,1
2350,1671,1
2350,4399,1
2350,2889,1
4738,2808,1
4738,1313,1
4738,364,1
4738,1403,1
3547,1348,1
3132,1260,1
2251,3843,1
2251,3661,1
2933,2408,1
1580,106,1
1580,758,1
1580,876,1
1580,2622,1
1580,510,1
1580,1752,1
1580,143,1
1580,2604,1
1580,2116,1
4454,4278,1
1114,446,1
4911,3902,1
4911,302,1
4911,1404,1
6245,363,1
2994,352,1
2994,139,1
5658,3561,1
5658,3901,1
6881,3901,1
5086,302,1
5086,3901,1
3198,1181,1
3198,1799,1
89,1225,1
89,4491,1
4124,2020,1
4124,2338,1
4124,1987,1
1946,4475,1
1946,3664,1
1946,1292,1
1946,1621,1
1946,1234,1
1946,582,1
1946,343,1
7098,550,1
7098,4052,1
7098,1776,1
7098,153,1
7098,1974,1
7098,1544,1
7098,4617,1
7098,3177,1
7098,847,1
7098,2848,1
7098,2799,1
1672,2662,1
1672,1526,1
6867,2478,1
6867,1759,1
6867,3075,1
6867,3486,1
6867,1617,1
6867,1724,1
6867,3197,1
6867,4399,1
6867,2889,1
6867,1671,1
6867,2749,1
6867,821,1
6867,3845,1
6867,4499,1
6867,2119,1
6867,3487,1
6867,3697,1
6867,4137,1
6867,3843,1
6867,3661,1
6867,3509,1
6867,900,1
6867,4167,1
6867,192,1
6867,1988,1
4321,102,1
4321,2187,1
7307,1348,1
1708,2478,1
1708,1759,1
1708,900,1
1708,1656,1
1708,3487,1
1708,1724,1
1708,4399,1
1708,3041,1
1708,3075,1
1708,3845,1
1708,4499,1
1708,3741,1
1708,3724,1
1708,2996,1
1708,1617,1
1708,1724,1
1708,2119,1
1708,3197,1
1708,4399,1
1708,2889,1
1708,1671,1
1708,2749,1
1708,821,1
1708,1086,1
1708,2942,1
1708,3486,1
1708,3287,1
1708,3487,1
1708,3697,1
1708,4137,1
1708,4188,1
1708,3041,1
1708,684,1
1708,2477,1
1708,3578,1
1708,3336,1
1708,2945,1
1708,4022,1
1708,82,1
1708,4164,1
1708,1999,1
1708,330,1
1708,771,1
1708,3746,1
1708,3445,1
1708,4451,1
1708,2559,1
1708,4217,1
1488,2097,1
4136,2101,1
4136,2518,1
4136,4005,1
5716,3041,1
5716,684,1
5716,2477,1
5716,3336,1
5716,771,1
5716,3746,1
5716,3445,1
5716,4022,1
5716,82,1
5716,4164,1
5716,1999,1
5716,330,1
5716,4451,1
5716,3936,1
5716,1015,1
5716,2451,1
3342,1075,1
2899,2172,1
2899,346,1
2899,3171,1
2899,4650,1
2899,2452,1
4017,4700,1
3048,3691,1
5090,2880,1
5090,2715,1
4343,1886,1
6123,1181,1
6123,3340,1
768,2432,1
768,4216,1
768,2633,1
768,3139,1
768,1724,1
768,3487,1
768,3843,1
768,1656,1
768,1319,1
768,900,1
768,3041,1
768,684,1
768,2477,1
768,3578,1
768,3336,1
768,2945,1
768,4022,1
768,82,1
768,4164,1
768,1999,1
768,330,1
768,771,1
768,3746,1
768,3445,1
768,4451,1
768,2559,1
768,3041,1
768,684,1
768,2477,1
768,3578,1
768,3336,1
768,2945,1
768,771,1
768,3746,1
768,3445,1
768,1617,1
768,4595,1
768,4399,1
768,2889,1
768,1671,1
768,2749,1
768,821,1
768,3075,1
768,2942,1
472,1617,1
4663,3549,1
4663,2247,1
4663,2296,1
415,3653,1
415,576,1
6468,1352,1
6468,892,1
6468,3812,1
6468,4159,1
6468,1013,1
4292,170,1
4292,459,1
6897,4278,1
6897,857,1
6897,27,1
6897,2577,1
6897,137,1
6897,1569,1
4777,3323,1
4275,302,1
4275,4588,1
4275,3417,1
4275,3901,1
3236,813,1
5062,3707,1
5062,2455,1
5062,3235,1
5062,3899,1
5062,2791,1
5324,1617,1
5324,4439,1
5324,3622,1
5324,4461,1
5324,1591,1
5324,44,1
5324,1895,1
5324,2470,1
5324,900,1
5324,1656,1
5324,1319,1
5324,4399,1
5324,2889,1
5324,1671,1
5324,2749,1
5324,821,1
3469,1152,1
3469,4098,1
2308,1313,1
2308,102,1
2308,613,1
2308,3729,1
2308,3461,1
2308,932,1
6169,3843,1
6169,3661,1
6169,3509,1
6169,3486,1
6169,3287,1
2333,4399,1
2333,2889,1
2333,1671,1
2333,2749,1
2333,821,1
2333,1233,1
2333,4588,1
2333,3417,1
955,3340,1
955,1181,1
955,4213,1
955,3020,1
3892,1759,1
3892,1086,1
3892,3845,1
3892,3075,1
5755,3487,1
5755,3697,1
5755,4137,1
5755,1724,1
5755,2119,1
5755,3197,1
5857,3186,1
695,352,1
695,3683,1
4040,2865,1
4040,4558,1
4040,2086,1
4040,4610,1
4040,1694,1
4040,3566,1
4040,3231,1
1165,2478,1
1165,4217,1
1165,1759,1
1165,2923,1
3116,1181,1
3116,27,1
3116,1821,1
3565,2379,1
3366,1581,1
6887,4532,1
6887,3685,1
6887,3993,1
6887,3828,1
6887,2466,1
6887,1664,1
6887,2503,1
6887,1854,1
6887,4429,1
6887,2124,1
6887,1987,1
5464,1348,1
3866,4316,1
4757,1181,1
4757,3340,1
4757,1265,1
4757,4569,1
4757,1852,1
4757,680,1
4757,1933,1
4757,4740,1
977,4700,1
5630,1075,1
5630,2416,1
5630,18,1
5630,2759,1
6484,900,1
6484,3724,1
6484,2996,1
6484,1656,1
6484,1319,1
6484,3486,1
6484,2890,1
6484,1086,1
6484,3075,1
6484,3845,1
6484,3287,1
6484,3487,1
6484,3697,1
6484,4137,1
6484,3741,1
36,1724,1
36,2119,1
36,3197,1
36,153,1
36,1162,1
36,2796,1
3431,1075,1
3431,1356,1
3431,310,1
3431,2614,1
3431,53,1
3431,2569,1
4879,4164,1
5360,44,1
1470,411,1
1470,2822,1
1470,4727,1
1470,2122,1
1470,1464,1
1470,1655,1
1470,1852,1
1470,3398,1
1470,785,1
1339,1352,1
1339,1639,1
3456,1075,1
4576,3843,1
4576,3661,1
4576,1724,1
4576,2119,1
4576,3197,1
3722,3041,1
3722,684,1
3722,2477,1
3722,3578,1
3722,3336,1
3722,2945,1
3722,4588,1
3722,14,1
3722,3495,1
3722,2349,1
3722,2733,1
3722,1671,1
3209,4650,1
1605,2885,1
1605,4164,1
3756,2416,1
3756,2662,1
5061,1917,1
5061,2942,1
5061,3075,1
5061,153,1
5104,1181,1
5104,3340,1
5104,4669,1
5104,1175,1
5104,2093,1
5104,4519,1
5104,4142,1
5396,231,1
5396,857,1
5396,27,1
5396,2577,1
5396,1335,1
3720,3235,1
3720,3899,1
3720,2455,1
3720,3707,1
3720,2791,1
3910,1482,1
3910,971,1
3910,52,1
3910,2055,1
1559,3220,1
1559,1443,1
715,1724,1
1239,4595,1
1239,786,1
1239,4522,1
1568,3843,1
1568,3661,1
130,3083,1
5583,1146,1
5583,3430,1
5583,1792,1
5583,2608,1
5583,4266,1
6072,4422,1
6072,1348,1
3790,1895,1
6188,1352,1
6188,1639,1
7124,3528,1
7124,2159,1
7124,1818,1
7124,4082,1
7124,522,1
7124,40,1
7124,2547,1
7124,4642,1
7124,1858,1
1936,1075,1
5051,2033,1
6831,4439,1
6831,653,1
6831,3496,1
6831,3622,1
6831,928,1
6831,2163,1
6831,1724,1
6831,2119,1
6831,3197,1
6831,4399,1
6831,2889,1
6831,1671,1
6831,2749,1
6831,821,1
6831,1404,1
1346,900,1
1346,1656,1
1346,1404,1
1346,2033,1
1346,3075,1
1346,3845,1
4811,2033,1
4811,2662,1
4811,2759,1
7167,1857,1
352,4254,1
352,2682,1
991,3112,1
991,1514,1
991,903,1
991,3005,1
3321,3041,1
3321,684,1
3321,2477,1
3321,3578,1
3321,3336,1
3321,2945,1
3321,4022,1
3321,82,1
3321,4164,1
3321,1999,1
3321,330,1
3321,771,1
3321,3746,1
3321,3445,1
3321,4451,1
3321,2559,1
3321,3296,1
2902,3487,1
2902,3697,1
4170,4498,1
4170,1076,1
4170,2564,1
4170,380,1
4170,492,1
4457,4141,1
4457,4083,1
4779,3957,1
4779,3109,1
7231,3487,1
1771,3186,1
1771,1700,1
1771,233,1
7099,1075,1
7099,4608,1
2490,4213,1
6285,1617,1
6285,153,1
6285,393,1
6285,1361,1
443,197,1
5904,3139,1
5904,2994,1
5904,460,1
5904,2633,1
1207,1888,1
1207,3971,1
1207,2019,1
6636,2097,1
6636,3792,1
6636,3323,1
6636,4696,1
5424,1313,1
5424,364,1
1184,3111,1
1184,1128,1
2988,3902,1
754,786,1
754,4595,1
754,4522,1
754,2124,1
4469,3442,1
4469,553,1
4469,2662,1
4469,2416,1
4469,2033,1
795,1857,1
5444,4179,1
5444,3264,1
5444,1762,1
5444,2244,1
5444,2633,1
5444,3139,1
5444,2423,1
5444,4761,1
3980,4595,1
3980,4522,1
3980,192,1
3333,3770,1
3333,4439,1
3333,363,1
3333,3496,1
3333,653,1
3333,1591,1
